               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.041299,            0.013434,                   0,             0.99394,                   1,               0.995,              0.5388,            0.042693,            0.011814,                   0,           0.0083467,           0.0083467,           0.0083467
                 169,             0.03728,            0.013623,                   0,             0.99463,                   1,               0.995,             0.62143,            0.040187,            0.011467,                   0,           0.0083368,           0.0083368,           0.0083368
                 170,             0.03852,            0.011732,                   0,             0.99819,                   1,               0.995,             0.62849,            0.037321,            0.011201,                   0,           0.0083269,           0.0083269,           0.0083269
                 171,            0.037855,            0.012532,                   0,             0.99729,                   1,               0.995,              0.4508,            0.044211,            0.011709,                   0,            0.008317,            0.008317,            0.008317
                 172,            0.040792,            0.013806,                   0,             0.99729,                   1,               0.995,              0.4508,            0.044211,            0.011709,                   0,           0.0083071,           0.0083071,           0.0083071
                 173,            0.038717,            0.013409,                   0,             0.99791,                   1,               0.995,             0.51799,            0.039951,            0.011471,                   0,           0.0082972,           0.0082972,           0.0082972
                 174,            0.035943,            0.012382,                   0,              0.9982,                   1,               0.995,             0.75219,            0.033195,            0.010882,                   0,           0.0082873,           0.0082873,           0.0082873
                 175,            0.037811,            0.013668,                   0,             0.99652,                   1,               0.995,               0.622,            0.037546,            0.011093,                   0,           0.0082774,           0.0082774,           0.0082774
                 176,            0.038705,            0.012247,                   0,             0.99652,                   1,               0.995,               0.622,            0.037546,            0.011093,                   0,           0.0082675,           0.0082675,           0.0082675
                 177,            0.035355,            0.013077,                   0,             0.99787,                   1,               0.995,             0.71068,            0.033462,            0.010831,                   0,           0.0082576,           0.0082576,           0.0082576
                 178,            0.036086,             0.01474,                   0,             0.99808,                   1,               0.995,             0.67754,            0.035126,            0.011103,                   0,           0.0082477,           0.0082477,           0.0082477
                 179,              0.0378,            0.014597,                   0,             0.99675,                   1,               0.995,             0.57366,            0.040994,            0.011461,                   0,           0.0082378,           0.0082378,           0.0082378
                 180,            0.045476,            0.013691,                   0,             0.99675,                   1,               0.995,             0.57366,            0.040994,            0.011461,                   0,           0.0082279,           0.0082279,           0.0082279
                 181,            0.041459,             0.01359,                   0,             0.99734,                   1,               0.995,              0.6276,            0.037399,             0.01106,                   0,            0.008218,            0.008218,            0.008218
                 182,            0.036297,             0.01268,                   0,             0.99825,                   1,               0.995,             0.67269,            0.036036,            0.011031,                   0,           0.0082081,           0.0082081,           0.0082081
                 183,            0.035934,            0.012569,                   0,             0.99826,                   1,               0.995,             0.68658,             0.03616,             0.01086,                   0,           0.0081982,           0.0081982,           0.0081982
                 184,            0.037261,            0.012258,                   0,             0.99826,                   1,               0.995,             0.68658,             0.03616,             0.01086,                   0,           0.0081883,           0.0081883,           0.0081883
                 185,            0.035396,             0.01185,                   0,             0.99825,                   1,               0.995,             0.71879,            0.033443,            0.010586,                   0,           0.0081784,           0.0081784,           0.0081784
                 186,            0.036146,            0.011715,                   0,             0.99807,                   1,               0.995,             0.55739,            0.040802,            0.011308,                   0,           0.0081685,           0.0081685,           0.0081685
                 187,            0.039407,            0.011536,                   0,             0.99796,                   1,               0.995,             0.45646,            0.046473,            0.011545,                   0,           0.0081586,           0.0081586,           0.0081586
                 188,            0.048561,            0.012753,                   0,             0.99796,                   1,               0.995,             0.45646,            0.046473,            0.011545,                   0,           0.0081487,           0.0081487,           0.0081487
                 189,            0.045183,            0.013171,                   0,             0.97759,                   1,               0.995,             0.44955,            0.047144,            0.011599,                   0,           0.0081388,           0.0081388,           0.0081388
                 190,            0.039812,            0.013386,                   0,             0.97427,                   1,               0.993,             0.63111,            0.040113,            0.011182,                   0,           0.0081289,           0.0081289,           0.0081289
                 191,            0.040178,            0.013427,                   0,             0.99748,                   1,               0.995,             0.70263,            0.035788,            0.010842,                   0,            0.008119,            0.008119,            0.008119
                 192,            0.039478,            0.012878,                   0,             0.99748,                   1,               0.995,             0.70263,            0.035788,            0.010842,                   0,           0.0081091,           0.0081091,           0.0081091
                 193,            0.037202,            0.012437,                   0,             0.99773,                   1,               0.995,             0.72797,            0.034624,            0.010802,                   0,           0.0080992,           0.0080992,           0.0080992
                 194,            0.035723,            0.013042,                   0,             0.99792,                   1,               0.995,             0.69147,            0.034627,            0.010942,                   0,           0.0080893,           0.0080893,           0.0080893
                 195,            0.033261,            0.012582,                   0,             0.99795,                   1,               0.995,             0.71282,            0.034921,             0.01052,                   0,           0.0080794,           0.0080794,           0.0080794
                 196,            0.034678,            0.010603,                   0,             0.99795,                   1,               0.995,             0.71282,            0.034921,             0.01052,                   0,           0.0080695,           0.0080695,           0.0080695
                 197,            0.033885,            0.012714,                   0,             0.99807,                   1,               0.995,             0.74458,            0.032617,            0.010317,                   0,           0.0080596,           0.0080596,           0.0080596
                 198,            0.033046,            0.012525,                   0,             0.99807,                   1,               0.995,             0.73029,             0.03389,            0.010349,                   0,           0.0080497,           0.0080497,           0.0080497
                 199,             0.03235,            0.010715,                   0,             0.99819,                   1,               0.995,             0.66029,             0.03768,             0.01042,                   0,           0.0080398,           0.0080398,           0.0080398
                 200,            0.039091,            0.011952,                   0,             0.99819,                   1,               0.995,             0.66029,             0.03768,             0.01042,                   0,           0.0080299,           0.0080299,           0.0080299
                 201,            0.038906,            0.012299,                   0,             0.99815,                   1,               0.995,             0.66468,            0.037601,            0.010418,                   0,             0.00802,             0.00802,             0.00802
                 202,            0.035389,            0.012082,                   0,             0.99809,                   1,               0.995,             0.72707,            0.034241,            0.010273,                   0,           0.0080101,           0.0080101,           0.0080101
                 203,            0.032423,            0.011136,                   0,             0.99736,                   1,               0.995,             0.70212,            0.035688,            0.010486,                   0,           0.0080002,           0.0080002,           0.0080002
                 204,            0.033822,            0.011845,                   0,             0.99736,                   1,               0.995,             0.70212,            0.035688,            0.010486,                   0,           0.0079903,           0.0079903,           0.0079903
                 205,             0.03454,            0.012061,                   0,             0.99769,                   1,               0.995,             0.75477,            0.033911,            0.010278,                   0,           0.0079804,           0.0079804,           0.0079804
                 206,            0.034745,            0.011903,                   0,             0.99802,                   1,               0.995,              0.5984,            0.037658,            0.010948,                   0,           0.0079705,           0.0079705,           0.0079705
                 207,            0.035745,            0.012737,                   0,             0.99762,                   1,               0.995,             0.65899,            0.037111,            0.010557,                   0,           0.0079606,           0.0079606,           0.0079606
                 208,            0.040486,            0.012384,                   0,             0.99762,                   1,               0.995,             0.65899,            0.037111,            0.010557,                   0,           0.0079507,           0.0079507,           0.0079507
                 209,            0.039523,            0.012821,                   0,             0.99745,                   1,               0.995,             0.71769,            0.033993,            0.010436,                   0,           0.0079408,           0.0079408,           0.0079408
                 210,            0.038834,            0.012731,                   0,             0.99748,                   1,               0.995,             0.57629,            0.039354,            0.010935,                   0,           0.0079309,           0.0079309,           0.0079309
                 211,            0.037273,            0.011483,                   0,             0.99797,                   1,               0.995,             0.57146,            0.040499,             0.01106,                   0,            0.007921,            0.007921,            0.007921
                 212,            0.044758,            0.012344,                   0,             0.99797,                   1,               0.995,             0.57146,            0.040499,             0.01106,                   0,           0.0079111,           0.0079111,           0.0079111
                 213,            0.041205,            0.012418,                   0,             0.99741,                   1,               0.995,             0.56776,             0.04001,            0.011213,                   0,           0.0079012,           0.0079012,           0.0079012
                 214,            0.036231,            0.012089,                   0,             0.99704,                   1,               0.995,             0.71037,            0.033933,            0.010508,                   0,           0.0078913,           0.0078913,           0.0078913
                 215,            0.034652,             0.01413,                   0,             0.99694,                   1,               0.995,              0.6844,            0.035095,            0.010331,                   0,           0.0078814,           0.0078814,           0.0078814
                 216,            0.038173,            0.011459,                   0,             0.99694,                   1,               0.995,              0.6844,            0.035095,            0.010331,                   0,           0.0078715,           0.0078715,           0.0078715
                 217,            0.035355,            0.013732,                   0,             0.99696,                   1,               0.995,             0.68824,            0.034066,            0.010197,                   0,           0.0078616,           0.0078616,           0.0078616
                 218,            0.035347,            0.013166,                   0,             0.99723,                   1,               0.995,             0.68079,            0.035516,            0.010244,                   0,           0.0078517,           0.0078517,           0.0078517
                 219,            0.035043,            0.012086,                   0,             0.99691,                   1,               0.995,             0.61608,             0.04166,            0.010758,                   0,           0.0078418,           0.0078418,           0.0078418
                 220,            0.047504,            0.013814,                   0,             0.99691,                   1,               0.995,             0.61608,             0.04166,            0.010758,                   0,           0.0078319,           0.0078319,           0.0078319
                 221,            0.040125,            0.013849,                   0,             0.99705,                   1,               0.995,             0.70655,            0.037227,            0.010497,                   0,            0.007822,            0.007822,            0.007822
                 222,            0.036816,            0.012726,                   0,             0.99711,                   1,               0.995,             0.54418,            0.040275,            0.010794,                   0,           0.0078121,           0.0078121,           0.0078121
                 223,            0.039788,            0.011838,                   0,              0.9973,                   1,               0.995,             0.73787,            0.034898,            0.010502,                   0,           0.0078022,           0.0078022,           0.0078022
                 224,            0.038325,            0.012779,                   0,              0.9973,                   1,               0.995,             0.73787,            0.034898,            0.010502,                   0,           0.0077923,           0.0077923,           0.0077923
                 225,            0.033334,            0.011798,                   0,             0.99752,                   1,               0.995,             0.76219,            0.031987,            0.010479,                   0,           0.0077824,           0.0077824,           0.0077824
                 226,            0.032395,            0.012125,                   0,             0.99739,                   1,               0.995,             0.58791,            0.036953,            0.010716,                   0,           0.0077725,           0.0077725,           0.0077725
                 227,            0.035519,            0.012992,                   0,             0.99793,                   1,               0.995,              0.6692,             0.03748,            0.010763,                   0,           0.0077626,           0.0077626,           0.0077626
                 228,            0.040252,            0.012747,                   0,             0.99793,                   1,               0.995,              0.6692,             0.03748,            0.010763,                   0,           0.0077527,           0.0077527,           0.0077527
                 229,            0.035088,            0.012896,                   0,             0.99791,                   1,               0.995,             0.70452,            0.034842,            0.010553,                   0,           0.0077428,           0.0077428,           0.0077428
                 230,            0.036572,            0.011894,                   0,             0.99808,                   1,               0.995,             0.62209,            0.034329,            0.010719,                   0,           0.0077329,           0.0077329,           0.0077329
                 231,            0.036047,            0.012458,                   0,              0.9978,                   1,               0.995,             0.70549,            0.036227,            0.010689,                   0,            0.007723,            0.007723,            0.007723
                 232,             0.03872,            0.010086,                   0,              0.9978,                   1,               0.995,             0.70549,            0.036227,            0.010689,                   0,           0.0077131,           0.0077131,           0.0077131
                 233,            0.035845,            0.013631,                   0,             0.99788,                   1,               0.995,             0.72278,            0.034395,            0.010545,                   0,           0.0077032,           0.0077032,           0.0077032
                 234,            0.036804,            0.010676,                   0,             0.99779,                   1,               0.995,             0.54421,            0.037082,            0.010869,                   0,           0.0076933,           0.0076933,           0.0076933
                 235,            0.035501,            0.013629,                   0,             0.99742,                   1,               0.995,             0.67892,            0.036837,            0.010673,                   0,           0.0076834,           0.0076834,           0.0076834
                 236,            0.040258,            0.011905,                   0,             0.99742,                   1,               0.995,             0.67892,            0.036837,            0.010673,                   0,           0.0076735,           0.0076735,           0.0076735
                 237,            0.035009,            0.010586,                   0,             0.99727,                   1,               0.995,             0.68662,            0.035096,            0.010608,                   0,           0.0076636,           0.0076636,           0.0076636
                 238,            0.037583,             0.01246,                   0,             0.99745,                   1,               0.995,             0.69517,            0.033615,            0.010602,                   0,           0.0076537,           0.0076537,           0.0076537
                 239,            0.034521,            0.012438,                   0,             0.99717,                   1,               0.995,             0.68428,            0.036486,            0.010542,                   0,           0.0076438,           0.0076438,           0.0076438
                 240,            0.036187,            0.013605,                   0,             0.99717,                   1,               0.995,             0.68428,            0.036486,            0.010542,                   0,           0.0076339,           0.0076339,           0.0076339
                 241,            0.033917,            0.012265,                   0,             0.99692,                   1,               0.995,             0.69039,            0.036348,            0.010555,                   0,            0.007624,            0.007624,            0.007624
                 242,            0.033447,            0.012796,                   0,             0.99744,                   1,               0.995,             0.74928,            0.031387,            0.010279,                   0,           0.0076141,           0.0076141,           0.0076141
                 243,            0.032264,             0.01297,                   0,             0.99769,                   1,               0.995,             0.67454,            0.034264,            0.010495,                   0,           0.0076042,           0.0076042,           0.0076042
                 244,            0.034729,            0.011562,                   0,             0.99769,                   1,               0.995,             0.67454,            0.034264,            0.010495,                   0,           0.0075943,           0.0075943,           0.0075943
                 245,            0.032439,            0.010933,                   0,             0.99785,                   1,               0.995,             0.75817,            0.031737,            0.010228,                   0,           0.0075844,           0.0075844,           0.0075844
                 246,            0.031455,            0.011868,                   0,             0.99759,                   1,               0.995,             0.70989,            0.032154,             0.01042,                   0,           0.0075745,           0.0075745,           0.0075745
                 247,            0.030255,             0.01127,                   0,             0.99807,                   1,               0.995,             0.62565,            0.039024,            0.010774,                   0,           0.0075646,           0.0075646,           0.0075646
                 248,            0.038593,            0.011894,                   0,             0.99807,                   1,               0.995,             0.62565,            0.039024,            0.010774,                   0,           0.0075547,           0.0075547,           0.0075547
                 249,            0.036871,            0.011878,                   0,             0.99798,                   1,               0.995,             0.64134,            0.038332,            0.010671,                   0,           0.0075448,           0.0075448,           0.0075448
                 250,            0.033664,            0.012079,                   0,             0.99695,                   1,               0.995,             0.73865,            0.031097,            0.010176,                   0,           0.0075349,           0.0075349,           0.0075349
                 251,            0.033283,            0.011612,                   0,             0.99752,                   1,               0.995,             0.61736,            0.036505,            0.010428,                   0,            0.007525,            0.007525,            0.007525
                 252,            0.035038,            0.012896,                   0,             0.99752,                   1,               0.995,             0.61736,            0.036505,            0.010428,                   0,           0.0075151,           0.0075151,           0.0075151
                 253,            0.031617,            0.012142,                   0,             0.99737,                   1,               0.995,             0.69689,            0.033823,            0.010178,                   0,           0.0075052,           0.0075052,           0.0075052
                 254,            0.028457,            0.011932,                   0,             0.99708,                   1,               0.995,             0.75179,             0.03067,           0.0099249,                   0,           0.0074953,           0.0074953,           0.0074953
                 255,            0.030653,            0.011984,                   0,             0.99701,                   1,               0.995,             0.63206,            0.037049,            0.010313,                   0,           0.0074854,           0.0074854,           0.0074854
                 256,            0.033783,            0.010279,                   0,             0.99701,                   1,               0.995,             0.63206,            0.037049,            0.010313,                   0,           0.0074755,           0.0074755,           0.0074755
                 257,            0.033434,            0.012429,                   0,             0.99669,                   1,               0.995,             0.69504,            0.033705,            0.010134,                   0,           0.0074656,           0.0074656,           0.0074656
                 258,            0.031511,              0.0115,                   0,             0.99686,                   1,               0.995,             0.72356,            0.032582,             0.01035,                   0,           0.0074557,           0.0074557,           0.0074557
                 259,            0.031806,            0.010487,                   0,             0.99617,                   1,               0.995,             0.68613,            0.036474,            0.010241,                   0,           0.0074458,           0.0074458,           0.0074458
                 260,            0.037357,            0.013226,                   0,             0.99617,                   1,               0.995,             0.68613,            0.036474,            0.010241,                   0,           0.0074359,           0.0074359,           0.0074359
                 261,            0.034889,            0.012147,                   0,             0.99586,                   1,               0.995,             0.73309,            0.034692,            0.010123,                   0,            0.007426,            0.007426,            0.007426
                 262,            0.034105,            0.012572,                   0,             0.99611,                   1,               0.995,             0.74186,            0.031624,             0.01013,                   0,           0.0074161,           0.0074161,           0.0074161
                 263,            0.029417,            0.010556,                   0,             0.99628,                   1,               0.995,             0.72222,            0.031074,           0.0099862,                   0,           0.0074062,           0.0074062,           0.0074062
                 264,            0.031844,             0.01183,                   0,             0.99628,                   1,               0.995,             0.72222,            0.031074,           0.0099862,                   0,           0.0073963,           0.0073963,           0.0073963
                 265,            0.029708,             0.01013,                   0,             0.99641,                   1,               0.995,             0.71706,            0.031103,            0.010054,                   0,           0.0073864,           0.0073864,           0.0073864
                 266,            0.031009,            0.011751,                   0,             0.99681,                   1,               0.995,             0.76241,             0.03128,            0.010204,                   0,           0.0073765,           0.0073765,           0.0073765
                 267,            0.030826,            0.011502,                   0,             0.99831,                   1,               0.995,             0.61981,            0.034947,            0.010212,                   0,           0.0073666,           0.0073666,           0.0073666
                 268,            0.035596,            0.010703,                   0,             0.99831,                   1,               0.995,             0.61981,            0.034947,            0.010212,                   0,           0.0073567,           0.0073567,           0.0073567
                 269,            0.035562,            0.011552,                   0,             0.99835,                   1,               0.995,             0.70183,            0.032952,            0.010086,                   0,           0.0073468,           0.0073468,           0.0073468
                 270,            0.034999,            0.010751,                   0,             0.99847,                   1,               0.995,             0.73334,             0.03621,            0.010392,                   0,           0.0073369,           0.0073369,           0.0073369
                 271,            0.035577,            0.010826,                   0,             0.99835,                   1,               0.995,             0.61267,            0.035618,            0.010278,                   0,            0.007327,            0.007327,            0.007327
                 272,            0.036655,            0.010628,                   0,             0.99835,                   1,               0.995,             0.61267,            0.035618,            0.010278,                   0,           0.0073171,           0.0073171,           0.0073171
                 273,             0.03656,            0.012177,                   0,             0.99828,                   1,               0.995,             0.66438,            0.034921,            0.010228,                   0,           0.0073072,           0.0073072,           0.0073072
                 274,            0.034347,            0.011327,                   0,             0.99837,                   1,               0.995,              0.7325,            0.031171,            0.010181,                   0,           0.0072973,           0.0072973,           0.0072973
                 275,            0.032795,            0.012182,                   0,             0.99717,                   1,               0.995,             0.58922,            0.039412,            0.010805,                   0,           0.0072874,           0.0072874,           0.0072874
                 276,            0.037559,            0.011605,                   0,             0.99717,                   1,               0.995,             0.58922,            0.039412,            0.010805,                   0,           0.0072775,           0.0072775,           0.0072775
                 277,             0.03395,            0.011287,                   0,             0.99724,                   1,               0.995,             0.62482,            0.036836,              0.0106,                   0,           0.0072676,           0.0072676,           0.0072676
                 278,            0.032936,             0.01208,                   0,             0.99697,                   1,               0.995,             0.69999,            0.033503,            0.010273,                   0,           0.0072577,           0.0072577,           0.0072577
                 279,            0.034966,            0.011754,                   0,             0.99675,                   1,               0.995,             0.59825,            0.039181,            0.010552,                   0,           0.0072478,           0.0072478,           0.0072478
                 280,            0.037452,            0.012074,                   0,             0.99675,                   1,               0.995,             0.59825,            0.039181,            0.010552,                   0,           0.0072379,           0.0072379,           0.0072379
                 281,            0.033677,            0.011631,                   0,             0.99657,                   1,               0.995,             0.66199,            0.035269,            0.010445,                   0,            0.007228,            0.007228,            0.007228
                 282,            0.033718,            0.010639,                   0,             0.99625,                   1,               0.995,             0.64902,            0.036656,            0.010358,                   0,           0.0072181,           0.0072181,           0.0072181
                 283,            0.037983,            0.013724,                   0,             0.99654,                   1,               0.995,             0.68983,            0.032798,            0.010302,                   0,           0.0072082,           0.0072082,           0.0072082
                 284,            0.033533,            0.011576,                   0,             0.99654,                   1,               0.995,             0.68983,            0.032798,            0.010302,                   0,           0.0071983,           0.0071983,           0.0071983
                 285,             0.03316,            0.014142,                   0,             0.99622,                   1,               0.995,             0.71371,            0.031032,            0.010259,                   0,           0.0071884,           0.0071884,           0.0071884
                 286,             0.03181,            0.012167,                   0,             0.99578,                   1,               0.995,             0.77057,            0.030517,             0.01002,                   0,           0.0071785,           0.0071785,           0.0071785
                 287,            0.031627,            0.013117,                   0,             0.99637,                   1,               0.995,             0.72844,            0.031143,           0.0099459,                   0,           0.0071686,           0.0071686,           0.0071686
                 288,            0.030086,            0.012103,                   0,             0.99637,                   1,               0.995,             0.72844,            0.031143,           0.0099459,                   0,           0.0071587,           0.0071587,           0.0071587
                 289,            0.031867,            0.012328,                   0,              0.9964,                   1,               0.995,             0.67176,             0.03335,             0.01022,                   0,           0.0071488,           0.0071488,           0.0071488
                 290,            0.029215,            0.010919,                   0,             0.99604,                   1,               0.995,             0.76329,            0.029732,           0.0097041,                   0,           0.0071389,           0.0071389,           0.0071389
                 291,            0.029831,             0.01123,                   0,             0.99633,                   1,               0.995,             0.66733,            0.033975,           0.0099217,                   0,            0.007129,            0.007129,            0.007129
                 292,            0.031041,            0.012145,                   0,             0.99633,                   1,               0.995,             0.66733,            0.033975,           0.0099217,                   0,           0.0071191,           0.0071191,           0.0071191
                 293,            0.031759,            0.011028,                   0,             0.99655,                   1,               0.995,             0.68069,            0.033926,           0.0099378,                   0,           0.0071092,           0.0071092,           0.0071092
                 294,            0.032213,            0.012501,                   0,             0.99656,                   1,               0.995,             0.69526,            0.034106,            0.010007,                   0,           0.0070993,           0.0070993,           0.0070993
                 295,            0.036522,            0.011084,                   0,             0.99699,                   1,               0.995,             0.62541,              0.0352,            0.010286,                   0,           0.0070894,           0.0070894,           0.0070894
                 296,            0.033909,            0.012518,                   0,             0.99699,                   1,               0.995,             0.62541,              0.0352,            0.010286,                   0,           0.0070795,           0.0070795,           0.0070795
                 297,            0.032019,             0.01251,                   0,             0.99701,                   1,               0.995,             0.64688,            0.033852,            0.010231,                   0,           0.0070696,           0.0070696,           0.0070696
                 298,            0.032952,            0.012309,                   0,             0.99739,                   1,               0.995,             0.77569,            0.029555,           0.0097734,                   0,           0.0070597,           0.0070597,           0.0070597
                 299,            0.031749,           0.0097975,                   0,             0.99731,                   1,               0.995,             0.60859,            0.037905,            0.010471,                   0,           0.0070498,           0.0070498,           0.0070498
                 300,            0.033796,            0.012022,                   0,             0.99731,                   1,               0.995,             0.60859,            0.037905,            0.010471,                   0,           0.0070399,           0.0070399,           0.0070399
                 301,            0.033625,            0.010145,                   0,             0.99744,                   1,               0.995,              0.6889,            0.035708,            0.010259,                   0,             0.00703,             0.00703,             0.00703
                 302,            0.031576,            0.011596,                   0,             0.99751,                   1,               0.995,             0.76836,            0.029137,           0.0097106,                   0,           0.0070201,           0.0070201,           0.0070201
                 303,            0.031656,            0.011876,                   0,             0.99746,                   1,               0.995,             0.72938,            0.031078,             0.01002,                   0,           0.0070102,           0.0070102,           0.0070102
                 304,            0.031145,            0.010957,                   0,             0.99746,                   1,               0.995,             0.72938,            0.031078,             0.01002,                   0,           0.0070003,           0.0070003,           0.0070003
                 305,              0.0323,            0.012925,                   0,             0.99741,                   1,               0.995,             0.72231,            0.030565,           0.0099007,                   0,           0.0069904,           0.0069904,           0.0069904
                 306,            0.028654,            0.011343,                   0,             0.99732,                   1,               0.995,             0.78472,            0.028973,           0.0097122,                   0,           0.0069805,           0.0069805,           0.0069805
                 307,            0.030471,            0.011599,                   0,             0.99729,                   1,               0.995,             0.70424,            0.032574,           0.0099539,                   0,           0.0069706,           0.0069706,           0.0069706
                 308,            0.032468,            0.012871,                   0,             0.99729,                   1,               0.995,             0.70424,            0.032574,           0.0099539,                   0,           0.0069607,           0.0069607,           0.0069607
                 309,            0.032054,            0.011838,                   0,             0.99723,                   1,               0.995,             0.79525,             0.02868,             0.00953,                   0,           0.0069508,           0.0069508,           0.0069508
                 310,            0.028508,            0.011023,                   0,             0.99712,                   1,               0.995,             0.78905,            0.028505,           0.0093947,                   0,           0.0069409,           0.0069409,           0.0069409
                 311,            0.028747,            0.011067,                   0,             0.99709,                   1,               0.995,              0.7419,            0.031072,           0.0099314,                   0,            0.006931,            0.006931,            0.006931
                 312,            0.034511,            0.011818,                   0,             0.99709,                   1,               0.995,              0.7419,            0.031072,           0.0099314,                   0,           0.0069211,           0.0069211,           0.0069211
                 313,            0.030951,            0.011748,                   0,             0.99707,                   1,               0.995,             0.75967,            0.029677,           0.0098089,                   0,           0.0069112,           0.0069112,           0.0069112
                 314,            0.030932,            0.011797,                   0,             0.99688,                   1,               0.995,             0.77177,            0.030718,           0.0094075,                   0,           0.0069013,           0.0069013,           0.0069013
                 315,            0.033858,            0.012715,                   0,             0.99718,                   1,               0.995,             0.73178,            0.031364,           0.0096445,                   0,           0.0068914,           0.0068914,           0.0068914
                 316,            0.034651,            0.011052,                   0,             0.99718,                   1,               0.995,             0.73178,            0.031364,           0.0096445,                   0,           0.0068815,           0.0068815,           0.0068815
                 317,            0.032824,            0.011491,                   0,             0.99737,                   1,               0.995,             0.78427,            0.028965,           0.0092899,                   0,           0.0068716,           0.0068716,           0.0068716
                 318,            0.030583,             0.01175,                   0,             0.99728,                   1,               0.995,              0.7814,            0.029572,           0.0093834,                   0,           0.0068617,           0.0068617,           0.0068617
                 319,            0.031479,            0.011226,                   0,             0.99753,                   1,               0.995,             0.71052,             0.03275,           0.0098508,                   0,           0.0068518,           0.0068518,           0.0068518
                 320,            0.035033,            0.012154,                   0,             0.99753,                   1,               0.995,             0.71052,             0.03275,           0.0098508,                   0,           0.0068419,           0.0068419,           0.0068419
                 321,            0.032518,            0.011489,                   0,             0.99757,                   1,               0.995,             0.76105,            0.030683,           0.0097186,                   0,            0.006832,            0.006832,            0.006832
                 322,            0.031899,            0.010997,                   0,             0.99753,                   1,               0.995,             0.76519,            0.030728,           0.0096832,                   0,           0.0068221,           0.0068221,           0.0068221
                 323,            0.032445,            0.011717,                   0,             0.99778,                   1,               0.995,             0.63687,            0.034562,            0.010078,                   0,           0.0068122,           0.0068122,           0.0068122
                 324,            0.035747,             0.01116,                   0,             0.99778,                   1,               0.995,             0.63687,            0.034562,            0.010078,                   0,           0.0068023,           0.0068023,           0.0068023
                 325,            0.032105,            0.013232,                   0,             0.99778,                   1,               0.995,             0.72208,            0.031613,           0.0098717,                   0,           0.0067924,           0.0067924,           0.0067924
                 326,            0.029339,            0.013475,                   0,             0.99765,                   1,               0.995,             0.76431,            0.029662,           0.0097573,                   0,           0.0067825,           0.0067825,           0.0067825
                 327,            0.031293,             0.01226,                   0,             0.99775,                   1,               0.995,             0.74458,            0.030255,           0.0097202,                   0,           0.0067726,           0.0067726,           0.0067726
                 328,            0.030573,            0.012406,                   0,             0.99775,                   1,               0.995,             0.74458,            0.030255,           0.0097202,                   0,           0.0067627,           0.0067627,           0.0067627
                 329,            0.030146,            0.010691,                   0,             0.99785,                   1,               0.995,             0.71255,            0.031975,            0.009962,                   0,           0.0067528,           0.0067528,           0.0067528
                 330,             0.02873,           0.0093471,                   0,             0.99767,                   1,               0.995,             0.79095,            0.028991,           0.0093914,                   0,           0.0067429,           0.0067429,           0.0067429
                 331,            0.030942,            0.012013,                   0,             0.99752,                   1,               0.995,             0.59719,             0.03883,            0.010407,                   0,            0.006733,            0.006733,            0.006733
                 332,            0.034988,            0.011811,                   0,             0.99752,                   1,               0.995,             0.59719,             0.03883,            0.010407,                   0,           0.0067231,           0.0067231,           0.0067231
                 333,            0.034091,            0.011018,                   0,             0.99753,                   1,               0.995,             0.68589,            0.034921,           0.0099217,                   0,           0.0067132,           0.0067132,           0.0067132
                 334,            0.029613,            0.010944,                   0,             0.99793,                   1,               0.995,             0.78532,            0.029564,           0.0093334,                   0,           0.0067033,           0.0067033,           0.0067033
                 335,            0.031665,            0.010165,                   0,             0.99775,                   1,               0.995,             0.59778,            0.037826,            0.010178,                   0,           0.0066934,           0.0066934,           0.0066934
                 336,            0.035745,            0.010335,                   0,             0.99775,                   1,               0.995,             0.59778,            0.037826,            0.010178,                   0,           0.0066835,           0.0066835,           0.0066835
                 337,            0.032399,           0.0096375,                   0,             0.99755,                   1,               0.995,             0.63942,            0.036706,            0.010131,                   0,           0.0066736,           0.0066736,           0.0066736
                 338,            0.031436,           0.0094998,                   0,              0.9977,                   1,               0.995,             0.78377,             0.02795,           0.0093479,                   0,           0.0066637,           0.0066637,           0.0066637
                 339,            0.030744,            0.010615,                   0,             0.99719,                   1,               0.995,             0.72628,            0.031565,           0.0097799,                   0,           0.0066538,           0.0066538,           0.0066538
                 340,            0.030594,            0.010658,                   0,             0.99719,                   1,               0.995,             0.72628,            0.031565,           0.0097799,                   0,           0.0066439,           0.0066439,           0.0066439
                 341,            0.027414,            0.011051,                   0,             0.99738,                   1,               0.995,             0.73617,            0.030223,           0.0097911,                   0,            0.006634,            0.006634,            0.006634
                 342,            0.027457,           0.0092248,                   0,              0.9978,                   1,               0.995,             0.78783,            0.028397,           0.0094414,                   0,           0.0066241,           0.0066241,           0.0066241
                 343,            0.031873,             0.01135,                   0,             0.99774,                   1,               0.995,             0.60253,            0.037649,            0.010444,                   0,           0.0066142,           0.0066142,           0.0066142
                 344,            0.038325,            0.010975,                   0,             0.99774,                   1,               0.995,             0.60253,            0.037649,            0.010444,                   0,           0.0066043,           0.0066043,           0.0066043
                 345,            0.034752,            0.010614,                   0,             0.99776,                   1,               0.995,             0.62615,            0.036171,            0.010304,                   0,           0.0065944,           0.0065944,           0.0065944
